window1,topic1,topic1_words,window2,successors,successors_words,successors_similarities,coverage_forward,coverage_backward,coverage_sum_forward,coverage_sum_backward,relation,topics_from,topics_from_words,topic_to,topic_to_words,antecedents_similarities
14,3.0,"['iraq', 'israel', 'palestinian', 'arab', 'israeli', 'lebanon', 'middle', 'jerusalem', 'kuwait', 'iraqi']",15,[5],"[['israel', 'palestinian', 'arab', 'iraq', 'israeli', 'middle', 'territory', 'weapon', 'return', 'stability']]",[0.994],[0.834],[0.922],0.834,0.922,continued,,,,,
14,4.0,"['namibia', 'millennium', 'summit', 'congratulate', 'republic', 'century', 'fiftyfourth', 'minister', 'ofthe', 'delegation']",15,[8],"[['namibia', 'millennium', 'summit', 'gurirab', 'theoben', 'minister', 'affair', 'congratulate', 'tuvalu', 'fiftyfifth']]",[0.99],[0.885],[0.911],0.885,0.911,continued,,,,,
14,5.0,"['america', 'bolivia', 'chile', 'financial', 'latin', 'commitment', 'argentina', 'ofthe', 'democracy', 'peru']",15,[6],"[['bolivia', 'democracy', 'panama', 'trade', 'america', 'promote', 'venezuela', 'free', 'peru', 'chile']]",[0.979],[0.912],[0.833],0.912,0.833,continued,,,,,
14,6.0,"['kosovo', 'croatia', 'european', 'bosnia', 'europe', 'republic', 'herzegovina', 'stability', 'cyprus', 'albania']",15,[11],"[['kosovo', 'bosnia', 'croatia', 'stability', 'european', 'herzegovina', 'europe', 'albanian', 'macedonia', 'republic']]",[0.982],[0.807],[0.949],0.807,0.949,continued,,,,,
14,7.0,"['nuclear', 'weapon', 'treaty', 'disarmament', 'india', 'nonproliferation', 'nuclearweapon', 'arm', 'test', 'pakistan']",15,[10],"[['nuclear', 'weapon', 'treaty', 'belarus', 'arm', 'disarmament', 'nonproliferation', 'summit', 'comprehensive', 'stability']]",[0.963],[0.957],[0.745],0.957,0.745,continued,,,,,
14,8.0,"['peacekeeping', 'operation', 'unitednation', 'capacity', 'theunite', 'reform', 'law', 'regional', 'report', 'ofthe']",15,[9],"[['peacekeeping', 'operation', 'report', 'prevention', 'theunite', 'europe', 'unitednation', 'mission', 'capacity', 'osce']]",[0.994],[0.948],[0.902],0.948,0.902,continued,,,,,
14,9.0,"['globalization', 'economy', 'financial', 'market', 'trade', 'debt', 'rich', 'poverty', 'poor', 'crisis']",15,[2],"[['globalization', 'millennium', 'summit', 'poverty', 'challenge', 'poor', 'trade', 'reform', 'unitednation', 'economy']]",[0.935],[0.833],[0.424],0.833,0.424,unclear,,,,,
14,10.0,"['child', 'law', 'court', 'terrorism', 'convention', 'union', 'criminal', 'challenge', 'group', 'rule']",15,[12],"[['court', 'law', 'century', 'statute', 'crime', 'rule', 'humanity', 'individual', 'terrorism', 'paraguay']]",[0.955],[0.628],[0.71],0.628,0.71,continued,,,,,
14,11.0,"['afghanistan', 'taliban', 'tajikistan', 'kyrgyzstan', 'pakistani', 'afghan', 'central', 'kazakhstan', 'pakistan', 'asia']",15,[7],"[['afghanistan', 'afghan', 'tajikistan', 'taliban', 'kyrgyzstan', 'turkmenistan', 'terrorism', 'pakistan', 'islamic', 'terrorist']]",[0.976],[0.85],[0.875],0.85,0.875,continued,,,,,
14,12.0,"['uruguay', 'congratulate', 'tribute', 'fiftythird', 'congratulation', 'opertti', 'annan', 'kofi', 'presidency', 'didier']",15,[],[],[],[],[],0.0,0.0,disappeared,,,,,
14,13.0,"['timor', 'timorese', 'indonesia', 'territory', 'veto', 'zealand', 'humanitarian', 'contribute', 'ballot', 'operation']",15,[],[],[],[],[],0.0,0.0,disappeared,,,,,
14,14.0,"['china', 'taiwan', 'viet', 'nam', 'republic', 'asean', 'asia', 'southeast', 'chinese', 'gambia']",15,[],[],[],[],[],0.0,0.0,disappeared,,,,,
15,0.0,"['africa', 'african', 'republic', 'continent', 'congo', 'poverty', 'sierra', 'ofthe', 'democratic', 'leone']",16,[],[],[],[],[],0.0,0.0,disappeared,,,,,
15,1.0,"['congratulate', 'kofi', 'annan', 'han', 'seungsoo', 'congratulation', 'sir', 'delegation', 'fiftysixth', 'behalf']",16,[],[],[],[],[],0.0,0.0,disappeared,,,,,
15,2.0,"['globalization', 'millennium', 'summit', 'poverty', 'challenge', 'poor', 'trade', 'reform', 'unitednation', 'economy']",16,[],[],[],[],[],0.0,0.0,disappeared,,,,,
15,3.0,"['island', 'small', 'pacific', 'islands', 'resource', 'china', 'republic', 'ocean', 'caribbean', 'trade']",16,[],[],[],[],[],0.0,0.0,disappeared,,,,,
15,4.0,"['terrorism', 'terrorist', 'september', 'attack', 'act', 'fight', 'states', 'convention', 'life', 'threat']",16,[],[],[],[],[],0.0,0.0,disappeared,,,,,
15,5.0,"['israel', 'palestinian', 'arab', 'iraq', 'israeli', 'middle', 'territory', 'weapon', 'return', 'stability']",16,[],[],[],[],[],0.0,0.0,disappeared,,,,,
15,6.0,"['bolivia', 'democracy', 'panama', 'trade', 'america', 'promote', 'venezuela', 'free', 'peru', 'chile']",16,[],[],[],[],[],0.0,0.0,disappeared,,,,,
15,7.0,"['afghanistan', 'afghan', 'tajikistan', 'taliban', 'kyrgyzstan', 'turkmenistan', 'terrorism', 'pakistan', 'islamic', 'terrorist']",16,[],[],[],[],[],0.0,0.0,disappeared,,,,,
15,8.0,"['namibia', 'millennium', 'summit', 'gurirab', 'theoben', 'minister', 'affair', 'congratulate', 'tuvalu', 'fiftyfifth']",16,[],[],[],[],[],0.0,0.0,disappeared,,,,,
15,9.0,"['peacekeeping', 'operation', 'report', 'prevention', 'theunite', 'europe', 'unitednation', 'mission', 'capacity', 'osce']",16,[],[],[],[],[],0.0,0.0,disappeared,,,,,
15,10.0,"['nuclear', 'weapon', 'treaty', 'belarus', 'arm', 'disarmament', 'nonproliferation', 'summit', 'comprehensive', 'stability']",16,[],[],[],[],[],0.0,0.0,disappeared,,,,,
15,11.0,"['kosovo', 'bosnia', 'croatia', 'stability', 'european', 'herzegovina', 'europe', 'albanian', 'macedonia', 'republic']",16,[1],"[['bosnia', 'european', 'kosovo', 'herzegovina', 'stability', 'reform', 'union', 'europe', 'integration', 'croatia']]",[0.98],[1.0],[0.854],1.0,0.854,continued,,,,,
15,12.0,"['court', 'law', 'century', 'statute', 'crime', 'rule', 'humanity', 'individual', 'terrorism', 'paraguay']",16,[],[],[],[],[],0.0,0.0,disappeared,,,,,
16,0.0,"['terrorism', 'ofthe', 'challenge', 'iraq', 'unitednation', 'poverty', 'africa', 'threat', 'commitment', 'african']",17,[],[],[],[],[],0.0,0.0,disappeared,,,,,
16,1.0,"['bosnia', 'european', 'kosovo', 'herzegovina', 'stability', 'reform', 'union', 'europe', 'integration', 'croatia']",17,[8],"[['bosnia', 'herzegovina', 'kosovo', 'european', 'serbia', 'balkan', 'macedonia', 'europe', 'albanian', 'albania']]",[0.984],[0.896],[0.941],0.896,0.941,continued,,,,,
17,0.0,"['island', 'small', 'pacific', 'islands', 'haiti', 'caribbean', 'solomon', 'grenada', 'papua', 'tobago']",18,[1],"[['climate', 'small', 'island', 'challenge', 'address', 'reform', 'commitment', 'pacific', 'resource', 'fiji']]",[0.897],[0.736],[0.333],0.736,0.333,disappeared,,,,,
17,1.0,"['poverty', 'democracy', 'ecuador', 'promote', 'goal', 'america', 'million', 'trade', 'society', 'increase']",18,[5],"[['cent', 'poverty', 'america', 'democracy', 'peru', 'promote', 'life', 'states', 'ecuador', 'bolivia']]",[0.938],[0.772],[0.939],0.772,0.939,continued,,,,,
17,2.0,"['reform', 'africa', 'challenge', 'goal', 'african', 'commitment', 'partnership', 'poverty', 'implementation', 'summit']",18,"[0, 2]","[['reform', 'european', 'terrorism', 'challenge', 'responsibility', 'law', 'regional', 'democracy', 'iraq', 'europe'], ['african', 'africa', 'union', 'commitment', 'reform', 'agreement', 'somalia', 'darfur', 'republic', 'challenge']]","[0.95, 0.951]","[0.4, 0.383]","[0.647, 0.658]",0.783,1.304,split,,,,,
17,3.0,"['african', 'africa', 'sudan', 'union', 'darfur', 'agreement', 'chad', 'angola', 'crisis', 'continent']",18,[],[],[],[],[],0.0,0.0,disappeared,,,,,
17,4.0,"['reform', 'ofthe', 'mandate', 'thesecurity', 'unitednation', 'membership', 'body', 'thegeneral', 'reflect', 'charter']",18,[],[],[],[],[],0.0,0.0,disappeared,,,,,
17,5.0,"['fiftyninth', 'ping', 'sir', 'jean', 'congratulation', 'presidency', 'congratulate', 'julian', 'hunte', 'appreciation']",18,[],[],[],[],[],0.0,0.0,disappeared,,,,,
17,6.0,"['lebanon', 'middle', 'israel', 'palestinian', 'dialogue', 'union', 'terrorism', 'european', 'reform', 'nuclear']",18,[3],"[['lebanon', 'israel', 'arab', 'palestinian', 'middle', 'terrorism', 'dialogue', 'lebanese', 'israeli', 'reform']]",[0.994],[1.0],[0.944],1.0,0.944,continued,,,,,
17,7.0,"['israel', 'palestinian', 'arab', 'israeli', 'territory', 'road', 'iraq', 'map', 'gaza', 'occupy']",18,[],[],[],[],[],0.0,0.0,disappeared,,,,,
17,8.0,"['bosnia', 'herzegovina', 'kosovo', 'european', 'serbia', 'balkan', 'macedonia', 'europe', 'albanian', 'albania']",18,[],[],[],[],[],0.0,0.0,disappeared,,,,,
17,9.0,"['africa', 'debt', 'african', 'malawi', 'poverty', 'trade', 'goal', 'nepad', 'initiative', 'hivaid']",18,[],[],[],[],[],0.0,0.0,disappeared,,,,,
17,10.0,"['turkmenistan', 'tajikistan', 'afghanistan', 'kyrgyzstan', 'regional', 'kyrgyz', 'terrorism', 'sustainable', 'reform', 'central']",18,[],[],[],[],[],0.0,0.0,disappeared,,,,,
17,11.0,"['gabon', 'fiftyninth', 'annan', 'ofthe', 'jean', 'reform', 'kofi', 'africa', 'ping', 'congratulate']",18,[],[],[],[],[],0.0,0.0,disappeared,,,,,
17,12.0,"['child', 'philippine', 'live', 'humanity', 'theunite', 'poverty', 'man', 'life', 'faith', 'woman']",18,[],[],[],[],[],0.0,0.0,disappeared,,,,,
17,13.0,"['iraq', 'iraqi', 'terrorist', 'weapon', 'help', 'regime', 'terrorism', 'stability', 'democracy', 'freedom']",18,[],[],[],[],[],0.0,0.0,disappeared,,,,,
17,14.0,"['terrorism', 'terrorist', 'act', 'attack', 'fight', 'threat', 'myanmar', 'russia', 'iraq', 'weapon']",18,[],[],[],[],[],0.0,0.0,disappeared,,,,,
17,15.0,"['nuclear', 'japan', 'weapon', 'korea', 'republic', 'china', 'peaceful', 'treaty', 'nonproliferation', 'promote']",18,[],[],[],[],[],0.0,0.0,disappeared,,,,,
18,0.0,"['reform', 'european', 'terrorism', 'challenge', 'responsibility', 'law', 'regional', 'democracy', 'iraq', 'europe']",19,[],[],[],[],[],0.0,0.0,disappeared,,,,,
18,1.0,"['climate', 'small', 'island', 'challenge', 'address', 'reform', 'commitment', 'pacific', 'resource', 'fiji']",19,[0],"[['crisis', 'climate', 'challenge', 'goal', 'financial', 'food', 'commitment', 'reform', 'address', 'africa']]",[0.967],[1.0],[0.301],1.0,0.301,disappeared,,,,,
18,2.0,"['african', 'africa', 'union', 'commitment', 'reform', 'agreement', 'somalia', 'darfur', 'republic', 'challenge']",19,[],[],[],[],[],0.0,0.0,disappeared,,,,,
18,3.0,"['lebanon', 'israel', 'arab', 'palestinian', 'middle', 'terrorism', 'dialogue', 'lebanese', 'israeli', 'reform']",19,[1],"[['arab', 'iraq', 'israel', 'palestinian', 'lebanon', 'iraqi', 'settlement', 'israeli', 'middle', 'occupation']]",[0.976],[0.926],[0.909],0.926,0.909,continued,,,,,
18,4.0,"['food', 'crisis', 'price', 'africa', 'challenge', 'agriculture', 'energy', 'poverty', 'production', 'increase']",19,[],[],[],[],[],0.0,0.0,disappeared,,,,,
18,5.0,"['cent', 'poverty', 'america', 'democracy', 'peru', 'promote', 'life', 'states', 'ecuador', 'bolivia']",19,[],[],[],[],[],0.0,0.0,disappeared,,,,,
19,0.0,"['crisis', 'climate', 'challenge', 'goal', 'financial', 'food', 'commitment', 'reform', 'address', 'africa']",20,[0],"[['climate', 'challenge', 'island', 'small', 'goal', 'nuclear', 'address', 'sustainable', 'commitment', 'pacific']]",[0.981],[0.684],[0.982],0.684,0.982,continued,,,,,
19,1.0,"['arab', 'iraq', 'israel', 'palestinian', 'lebanon', 'iraqi', 'settlement', 'israeli', 'middle', 'occupation']",20,[2],"[['arab', 'palestinian', 'israel', 'freedom', 'syria', 'law', 'crisis', 'iraq', 'libya', 'palestine']]",[0.957],[1.0],[0.868],1.0,0.868,continued,,,,,
20,0.0,"['climate', 'challenge', 'island', 'small', 'goal', 'nuclear', 'address', 'sustainable', 'commitment', 'pacific']",21,[18],"[['ofthe', 'law', 'rule', 'peaceful', 'dispute', 'unitednation', 'theunite', 'mean', 'sixtyseventh', 'commitment']]",[0.917],[0.679],[0.313],0.679,0.313,disappeared,,,,,
20,1.0,"['african', 'africa', 'sudan', 'republic', 'challenge', 'reform', 'union', 'crisis', 'commitment', 'peaceful']",21,[],[],[],[],[],0.0,0.0,disappeared,,,,,
20,2.0,"['arab', 'palestinian', 'israel', 'freedom', 'syria', 'law', 'crisis', 'iraq', 'libya', 'palestine']",21,[34],"[['arab', 'kuwait', 'syria', 'ofthe', 'crisis', 'syrian', 'freedom', 'greece', 'theunite', 'humanitarian']]",[0.951],[0.726],[0.821],0.726,0.821,continued,,,,,
20,3.0,"['law', 'peaceful', 'ofthe', 'rule', 'dispute', 'theunite', 'mean', 'unitednation', 'tuvalu', 'sudan']",21,[18],"[['ofthe', 'law', 'rule', 'peaceful', 'dispute', 'unitednation', 'theunite', 'mean', 'sixtyseventh', 'commitment']]",[0.945],[0.478],[0.506],0.478,0.506,unclear,,,,,
20,4.0,"['america', 'crisis', 'latin', 'law', 'panama', 'ecuador', 'poverty', 'cent', 'paraguay', 'american']",21,[4],"[['latin', 'america', 'paraguay', 'panama', 'chile', 'ecuador', 'american', 'caribbean', 'bolivia', 'integration']]",[0.848],[0.575],[0.787],0.575,0.787,unclear,,,,,
